transcript_id,101112C14,101112H14,123C14,123H14,131415C14,131415H14,45C14,45H14,6C14,789H14,7C14,89C14
Montipora_capitata_HIv3___TS.g22538.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14466.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14467.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14468.t1,0,8,0,2,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14469.t1,0,3,0,2,0,0,0,0,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g14476.t1,0,0,0,0,0,0,0,0,9,0,0,0
Montipora_capitata_HIv3___RNAseq.g14493.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14494.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22572.t1,0,0,0,0,2,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14503.t1,0,0,3,1,2,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14504.t1,0,0,8,0,0,1,0,0,1,1,1,1
Montipora_capitata_HIv3___RNAseq.g14505.t1,0,0,0,0,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14506.t2,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22578.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14508.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14509.t1,0,0,0,0,7,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g14510.t1,0,0,0,0,2,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14512.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14514.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14519.t1,0,10,11,0,17,0,0,0,15,3,0,0
Montipora_capitata_HIv3___TS.g22594.t1,0,0,0,0,0,0,0,0,0,6,0,1
Montipora_capitata_HIv3___RNAseq.g14524.t1,0,7,2,0,0,1,0,2,3,12,8,4
Montipora_capitata_HIv3___RNAseq.g14525.t1,0,9,0,0,0,6,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g14549.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14550.t1,0,0,0,0,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14551.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14554.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14555.t1,0,0,0,8,0,2,0,0,0,0,2,0
Montipora_capitata_HIv3___TS.g22628.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22629.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14559.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14560.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22631.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22632.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22634.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14565.t1,0,0,0,0,0,0,0,0,0,0,0,1
Montipora_capitata_HIv3___TS.g22637.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14566.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22640.t1,0,0,8,0,6,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14584.t1,0,0,0,0,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14585.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22660.t1,0,0,0,0,0,0,0,0,0,0,0,8
Montipora_capitata_HIv3___RNAseq.g14589.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22664.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22665.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14591.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14592.t1,0,0,0,0,2,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22668.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14594.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14595.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14626.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14627.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14628.t1,0,2,0,8,0,3,0,0,2,9,0,4
Montipora_capitata_HIv3___RNAseq.g14629.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14630.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22708.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14632.t1,0,0,0,0,7,0,0,0,0,0,0,21
Montipora_capitata_HIv3___RNAseq.g14656.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14660.t1,0,3,0,18,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14669.t1,0,0,7,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14670.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14718.t1,0,0,0,0,4,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14720.t1,0,1,2,1,0,0,1,0,0,0,1,1
Montipora_capitata_HIv3___RNAseq.g14721.t1,0,0,0,13,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14724.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14725.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14726.t1,0,0,5,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g14727.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14729.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14730.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14734.t1,0,0,19,0,0,0,0,15,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14745.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14746.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14747.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14750.t1,0,0,0,3,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14756.t1,0,6,0,4,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14773.t1,0,2,16,0,6,0,0,21,0,9,0,8
Montipora_capitata_HIv3___RNAseq.g14780.t1,0,0,1,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g14781.t1,0,0,3,0,1,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g14782.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14820.t1,0,4,12,10,12,0,16,0,40,0,6,16
Montipora_capitata_HIv3___RNAseq.g14823.t1,0,12,12,12,8,4,7,0,11,0,27,5
Montipora_capitata_HIv3___RNAseq.g14824.t1,0,2,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22916.t1,0,0,0,10,1,0,0,0,0,0,7,0
Montipora_capitata_HIv3___RNAseq.g14830.t1,0,2,13,14,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14831.t1,0,0,13,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14832.t1,0,0,12,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g14840.t1,0,0,0,0,0,0,0,0,0,0,0,7
Montipora_capitata_HIv3___RNAseq.g14856.t1,0,8,0,0,3,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14857.t1,0,0,3,2,0,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14861.t1,0,1,0,8,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g14876.t1,0,0,0,0,0,0,0,2,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14885.t1,0,6,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22979.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14892.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g22981.t1,0,0,4,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14893.t1,0,0,2,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14899.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14909.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14910.t1,0,0,0,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___TS.g23000.t2,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14912.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14916.t1,0,0,0,12,0,0,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g14917.t1,0,0,3,5,0,0,0,0,0,2,0,4
Montipora_capitata_HIv3___RNAseq.g14918.t1,0,0,0,3,3,0,0,0,12,2,0,0
Montipora_capitata_HIv3___RNAseq.g14919.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14920.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g23010.t1,0,0,1,0,0,6,2,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g14922.t1,0,0,0,3,0,0,0,0,0,2,3,0
Montipora_capitata_HIv3___RNAseq.g14923.t1,0,0,2,0,0,0,0,0,0,0,1,0
Montipora_capitata_HIv3___TS.g23013.t1,0,0,0,3,0,0,0,0,0,0,7,0
Montipora_capitata_HIv3___TS.g23014.t1,0,8,0,5,0,0,0,0,0,0,13,0
Montipora_capitata_HIv3___RNAseq.g14925.t1,0,12,53,37,4,8,0,0,0,21,73,8
Montipora_capitata_HIv3___RNAseq.g14926.t1,0,0,0,2,15,10,0,0,1,1,31,0
Montipora_capitata_HIv3___RNAseq.g14938.t1,0,16,39,15,25,13,0,0,11,24,5,12
Montipora_capitata_HIv3___RNAseq.g14946.t1,0,16,37,33,7,20,21,12,0,21,0,0
Montipora_capitata_HIv3___RNAseq.g14951.t1,0,0,0,0,7,0,0,0,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g14986.t1,0,0,7,0,0,10,0,0,5,2,0,0
Montipora_capitata_HIv3___RNAseq.g14989.t1,0,5,7,4,7,0,0,0,15,0,0,4
Montipora_capitata_HIv3___RNAseq.g15052.t1,0,0,4,0,8,12,0,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g15066.t1,0,1,1,2,0,0,0,0,5,1,0,0
Montipora_capitata_HIv3___RNAseq.g15086.t1,0,0,0,0,0,0,0,0,0,0,2,1
Montipora_capitata_HIv3___TS.g23181.t1,0,0,0,4,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15099.t1,0,0,0,45,0,31,0,0,18,0,23,0
Montipora_capitata_HIv3___RNAseq.g15112.t1,0,0,16,13,2,0,0,0,2,0,0,10
Montipora_capitata_HIv3___RNAseq.g15134.t1a,0,0,1,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g23225.t1,0,1,0,0,3,0,5,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15135.t1,0,0,0,0,0,0,0,0,3,0,0,7
Montipora_capitata_HIv3___RNAseq.g15194.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15195.t1,0,0,0,0,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15196.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15202.t1,0,0,0,11,0,0,0,0,0,0,0,1
Montipora_capitata_HIv3___RNAseq.g15206.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15207.t1,0,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15208.t1,0,0,0,0,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g15209.t1a,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15209.t1b,0,0,2,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g23306.t2,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15211.t1,0,0,0,1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g15212.t1a,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15212.t1b,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15213.t1a,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15213.t1b,0,0,0,0,0,0,0,0,0,13,0,0
Montipora_capitata_HIv3___TS.g23311.t1,0,5,25,20,4,0,0,0,0,0,0,8
Montipora_capitata_HIv3___RNAseq.g15215.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15216.t1,0,0,0,0,5,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15217.t1,0,0,0,0,2,0,0,7,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15218.t1,0,0,0,0,9,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g23315.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g23316.t1,0,0,6,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15222.t1,0,0,2,0,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g15223.t1,0,0,0,2,2,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.g15249.t1,0,0,0,5,3,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15250.t1,0,0,4,5,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15255.t1b,0,3,0,0,4,10,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g15279.t1,0,1,0,0,15,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15286.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15287.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15288.t1,0,0,0,0,0,0,0,0,0,7,0,0
Montipora_capitata_HIv3___RNAseq.g15301.t1,0,0,0,0,0,0,0,0,0,0,3,0
Montipora_capitata_HIv3___TS.g23407.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15311.t1,0,9,0,2,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g15312.t1,0,0,0,0,0,0,0,0,0,0,0,3
Montipora_capitata_HIv3___RNAseq.g15313.t1,0,0,0,0,2,2,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g26273.t1,0,2,0,0,0,7,0,0,0,2,0,0
Montipora_capitata_HIv3___TS.g26284.t1,0,0,6,27,0,0,0,0,15,0,0,0
Montipora_capitata_HIv3___RNAseq.g4598.t1,0,0,4,0,0,3,0,0,7,0,0,0
Montipora_capitata_HIv3___RNAseq.g4600.t1,0,0,0,0,0,0,0,0,4,0,0,0
Montipora_capitata_HIv3___RNAseq.g4601.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4602.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26291.t1,0,0,0,0,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4614.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4626.t1,0,0,0,4,0,7,0,0,11,14,0,4
Montipora_capitata_HIv3___RNAseq.g4658.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4678.t1,0,0,7,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4679.t1,0,0,2,0,2,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g4698.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4709.t1,0,0,0,0,3,1,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4710.t1,0,0,0,0,1,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4715.t1,0,0,0,0,0,0,0,0,0,0,0,11
Montipora_capitata_HIv3___RNAseq.g4716.t1,0,0,0,0,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___TS.g26417.t1,0,0,8,0,6,0,0,0,3,0,0,0
Montipora_capitata_HIv3___RNAseq.g4726.t1,0,5,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4731.t1,0,4,0,6,9,3,0,0,0,5,2,0
Montipora_capitata_HIv3___RNAseq.g4732.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4733.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4735.t1,0,0,0,0,0,7,0,0,0,0,9,0
Montipora_capitata_HIv3___RNAseq.g4736.t1,0,0,8,0,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g4750.t1,0,0,0,0,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4759.t1,0,0,9,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4768.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4769.t1,0,0,0,0,0,0,0,0,0,4,0,0
Montipora_capitata_HIv3___RNAseq.g4775.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4783.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26479.t1,0,0,0,0,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g4786.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4787.t1,0,0,0,8,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26493.t2b,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4801.t2,0,0,0,4,0,5,0,0,0,16,0,0
Montipora_capitata_HIv3___TS.g26496.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4803.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.259_t,0,9,0,0,11,0,0,19,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4808.t1,0,0,0,0,0,2,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4809.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4821.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4822.t1,0,0,0,5,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4837.t1,0,0,12,0,5,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4863.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4866.t1,0,4,6,0,0,3,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26563.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4868.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26578.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4878.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26580.t1b,0,5,9,0,4,5,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26580.t1a,0,2,0,1,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g4895.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4897.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4898.t1,0,0,0,0,7,3,0,0,0,0,0,3
Montipora_capitata_HIv3___TS.g26600.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4902.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4910.t1,0,0,0,1,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26621.t1,0,21,8,11,14,0,7,0,13,16,0,0
Montipora_capitata_HIv3___RNAseq.g4921.t1,0,2,4,0,0,2,0,0,1,0,0,0
Montipora_capitata_HIv3___RNAseq.g4930.t1,0,0,1,4,1,1,0,0,0,3,0,0
Montipora_capitata_HIv3___RNAseq.g4933.t1,0,4,4,2,0,4,0,0,0,12,9,12
Montipora_capitata_HIv3___TS.g26640.t1,0,0,0,0,2,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.401_t,0,0,0,14,0,0,0,0,0,0,0,4
Montipora_capitata_HIv3___TS.g26642.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4939.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4940.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4948.t1,0,0,0,0,8,0,0,0,0,10,0,0
Montipora_capitata_HIv3___RNAseq.g4951.t1,0,3,0,8,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4955.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4972.t1,0,2,15,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g4974.t1b,0,0,37,22,22,4,33,5,4,2,2,8
Montipora_capitata_HIv3___RNAseq.g4975.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5054.t1,0,8,11,0,4,0,0,0,0,8,0,6
Montipora_capitata_HIv3___RNAseq.g5055.t1,0,14,6,13,10,25,0,29,17,20,0,21
Montipora_capitata_HIv3___RNAseq.g5057.t1,0,14,8,0,23,8,0,0,0,2,0,8
Montipora_capitata_HIv3___RNAseq.g5058.t1,0,0,3,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5087.t1,0,0,19,0,10,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26799.t1c,0,0,4,7,26,14,0,0,0,0,0,25
Montipora_capitata_HIv3___RNAseq.g5095.t1,0,0,2,2,0,0,0,0,0,4,0,8
Montipora_capitata_HIv3___RNAseq.g5096.t1,0,0,55,63,8,7,0,0,4,12,17,7
Montipora_capitata_HIv3___TS.g26818.t1,0,8,0,0,0,1,0,0,0,0,4,3
Montipora_capitata_HIv3___TS.g26819.t1,0,2,0,0,2,1,0,0,0,0,2,1
Montipora_capitata_HIv3___RNAseq.g5118.t1,0,7,41,75,38,17,12,22,25,25,6,0
Montipora_capitata_HIv3___TS.g26831.t1b,0,0,2,0,1,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5135.t1,0,0,0,3,0,0,0,0,3,0,0,1
Montipora_capitata_HIv3___RNAseq.g5136.t1,0,0,0,0,0,0,0,0,0,0,0,4
Montipora_capitata_HIv3___RNAseq.g5137.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5138.t1,0,6,0,4,13,2,0,0,0,0,0,13
Montipora_capitata_HIv3___RNAseq.g5139.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5140.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5142.t1,0,0,0,4,0,4,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26856.t1,0,0,0,0,4,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5144.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5145.t1,0,0,0,4,0,0,0,0,0,0,0,2
Montipora_capitata_HIv3___RNAseq.g5161.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5162.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5163.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5164.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5165.t1,0,0,4,11,0,2,0,3,0,3,13,0
Montipora_capitata_HIv3___TS.g26882.t1,0,2,0,0,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___TS.g26883.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5169.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5170.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5171.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5172.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5175.t1,0,0,6,21,0,2,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g26895.t1,0,0,0,0,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g5207.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5208.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g5209.t1,0,1,0,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g5212.t1,0,4,2,0,11,8,0,0,0,4,0,12
Montipora_capitata_HIv3___RNAseq.g5214.t1,0,0,0,3,0,0,0,0,0,0,0,0
